PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
,20260602,,3,1,"Brooks, Tyler",,Right,BRK_BAN,"Holcomb, Trey",,Right,CON_RIV,,3,Top,2,0,0,Four-Seam,Four-Seam,StrikeSwinging,,,,,,,92.7,,,2249,16.3,,5.81,1.96,6.22,,16.4,4.8,2.06,-0.49,,-7.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,2,"Brooks, Tyler",,Right,BRK_BAN,"Holcomb, Trey",,Right,CON_RIV,,3,Top,2,0,1,Four-Seam,Four-Seam,InPlay,,LineDrive,Double,,,,93.1,,,2272,28.0,,5.73,1.96,5.97,,17.1,9.1,2.81,-0.52,,-6.3,1.5,,96.1,14.4,12.5,,,,,324.2,324.2,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,LineDrive,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,1,"Brooks, Tyler",,Right,BRK_BAN,"Sorensen, Blake",,Right,CON_RIV,,3,Top,2,0,0,Four-Seam,Four-Seam,StrikeCalled,,,,,,,92.5,,,2199,25.4,,5.97,1.68,6.36,,15.2,7.2,2.03,-0.05,,-6.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,2,"Brooks, Tyler",,Right,BRK_BAN,"Sorensen, Blake",,Right,CON_RIV,,3,Top,2,0,1,Four-Seam,Four-Seam,StrikeSwinging,,,,,,,93.4,,,2241,24.1,,5.46,1.83,6.28,,15.5,6.9,1.78,0.41,,-6.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,3,"Brooks, Tyler",,Right,BRK_BAN,"Sorensen, Blake",,Right,CON_RIV,,3,Top,2,0,2,Four-Seam,Four-Seam,BallCalled,,,,,,,94.0,,,2270,23.2,,5.57,2.09,6.22,,15.8,6.8,1.63,-0.03,,-5.9,2.1,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,4,"Brooks, Tyler",,Right,BRK_BAN,"Sorensen, Blake",,Right,CON_RIV,,3,Top,2,1,2,Four-Seam,Four-Seam,BallCalled,,,,,,,93.4,,,2158,23.9,,5.93,1.77,6.17,,17.5,7.8,1.23,0.99,,-6.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,5,"Brooks, Tyler",,Right,BRK_BAN,"Sorensen, Blake",,Right,CON_RIV,,3,Top,2,2,2,Slider,Slider,StrikeCalled,Strikeout,,,,,,83.5,,,2447,307.4,,5.91,1.89,5.72,,3.0,-3.9,1.95,-0.01,,-5.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,1,"Delgado, Marcus",,Right,CON_RIV,"Reyes, Julian",,Right,BRK_BAN,,3,Bottom,0,0,0,Four-Seam,Four-Seam,BallCalled,,,,,,,92.8,,,2136,34.1,,5.52,1.94,6.07,,15.7,10.6,1.58,-1.16,,-6.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,2,"Delgado, Marcus",,Right,CON_RIV,"Reyes, Julian",,Right,BRK_BAN,,3,Bottom,0,1,0,Four-Seam,Four-Seam,InPlay,,GroundBall,Single,,,,93.8,,,2308,24.5,,5.81,1.98,6.12,,16.3,7.4,2.62,0.09,,-6.4,1.5,,79.2,-10.7,16.7,,,,,67.8,67.8,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,GroundBall,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,2,1,"Delgado, Marcus",,Right,CON_RIV,"Pike, Jordan",,Left,BRK_BAN,,3,Bottom,0,0,0,Curveball,Curveball,StrikeCalled,,,,,,,78.7,,,2590,199.0,,5.82,1.95,6.58,,-8.1,-2.8,2.83,0.26,,-3.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,2,2,"Delgado, Marcus",,Right,CON_RIV,"Pike, Jordan",,Left,BRK_BAN,,3,Bottom,0,0,1,Curveball,Curveball,StrikeCalled,,,,,,,79.2,,,2615,194.5,,5.93,1.88,6.22,,-10.2,-2.6,3.14,-0.03,,-3.9,0.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,2,3,"Delgado, Marcus",,Right,CON_RIV,"Pike, Jordan",,Left,BRK_BAN,,3,Bottom,0,0,2,Four-Seam,Four-Seam,StrikeSwinging,Strikeout,,,,,,93.9,,,2270,37.6,,5.66,1.96,6.23,,14.1,10.8,2.23,-0.71,,-7.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,1,"Delgado, Marcus",,Right,CON_RIV,"Boyd, Marcus",,Right,BRK_BAN,,3,Bottom,1,0,0,Four-Seam,Four-Seam,FoulBallNotFieldable,,,,,,,94.1,,,2293,30.3,,5.39,2.02,6.21,,13.9,8.1,2.56,-1.11,,-6.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,2,"Delgado, Marcus",,Right,CON_RIV,"Boyd, Marcus",,Right,BRK_BAN,,3,Bottom,1,0,1,Curveball,Curveball,FoulBallNotFieldable,,,,,,,78.0,,,2533,176.0,,5.96,1.99,6.51,,-8.7,0.6,2.05,0.67,,-4.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,3,"Delgado, Marcus",,Right,CON_RIV,"Boyd, Marcus",,Right,BRK_BAN,,3,Bottom,1,0,2,Four-Seam,Four-Seam,InPlay,,GroundBall,Out,1,,,94.0,,,2293,31.7,,5.91,2.0,6.06,,13.3,8.2,3.61,-1.18,,-6.2,1.5,,84.4,-12.7,1.9,,,,,91.9,91.9,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,GroundBall,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,1,"Delgado, Marcus",,Right,CON_RIV,"Alvarez, Sam",,Right,BRK_BAN,,3,Bottom,2,0,0,Four-Seam,Four-Seam,InPlay,,LineDrive,Double,,,,92.7,,,2319,20.5,,5.73,1.88,5.8,,16.6,6.2,2.53,0.3,,-6.3,0.7,,89.9,19.3,-26.9,,,,,322.0,322.0,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,LineDrive,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,1,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,0,0,Four-Seam,Four-Seam,BallCalled,,,,,,,93.7,,,2307,30.6,,5.78,1.69,6.58,,15.4,9.1,1.53,0.28,,-5.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,2,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,1,0,Curveball,Curveball,StrikeSwinging,,,,,,,77.0,,,2663,194.0,,5.74,1.79,6.05,,-7.8,-1.9,3.03,-0.51,,-4.4,-0.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,3,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,1,1,Changeup,Changeup,BallCalled,,,,,,,83.8,,,1733,43.7,,6.04,2.03,5.96,,9.4,9.0,1.35,-0.37,,-5.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,4,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,2,1,Four-Seam,Four-Seam,StrikeSwinging,,,,,,,94.4,,,2187,32.7,,5.72,1.84,6.0,,14.8,9.5,2.04,0.32,,-5.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,5,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,2,2,Four-Seam,Four-Seam,BallCalled,,,,,,,94.8,,,2297,24.1,,5.79,1.84,6.17,,14.6,6.5,1.06,0.29,,-6.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,5,6,"Delgado, Marcus",,Right,CON_RIV,"Odom, Casey",,Right,BRK_BAN,,3,Bottom,2,3,2,Curveball,Curveball,StrikeSwinging,Strikeout,,,,,,78.8,,,2536,196.1,,5.49,2.03,6.28,,-10.5,-3.0,1.68,0.91,,-4.8,-0.6,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,1,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,0,0,Four-Seam,Four-Seam,StrikeCalled,,,,,,,93.5,,,2195,24.2,,5.88,1.87,6.02,,18.2,8.2,2.94,-0.04,,-6.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,2,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,0,1,Changeup,Changeup,StrikeCalled,,,,,,,85.3,,,1781,51.9,,5.85,1.72,6.05,,8.5,10.8,1.98,-0.66,,-5.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,3,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,0,2,Four-Seam,Four-Seam,FoulBallNotFieldable,,,,,,,92.5,,,2229,19.0,,5.98,2.03,6.47,,16.4,5.7,3.7,-0.93,,-7.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,4,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,0,2,Four-Seam,Four-Seam,BallCalled,,,,,,,93.4,,,2301,23.4,,5.64,1.91,6.01,,16.8,7.3,1.34,-0.87,,-6.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,5,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,1,2,Slider,Slider,FoulBallNotFieldable,,,,,,,84.9,,,2443,326.3,,5.78,2.15,6.24,,4.4,-2.9,2.01,-0.33,,-5.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,6,"Brooks, Tyler",,Right,BRK_BAN,"Ferraro, Nico",,Right,CON_RIV,,4,Top,0,1,2,Slider,Slider,StrikeSwinging,Strikeout,,,,,,84.5,,,2560,291.8,,5.6,1.79,5.99,,1.7,-4.2,2.85,-1.44,,-4.4,-1.2,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,2,1,"Brooks, Tyler",,Right,BRK_BAN,"Wexler, Grant",,Right,CON_RIV,,4,Top,1,0,0,Four-Seam,Four-Seam,InPlay,,GroundBall,Single,,,,92.6,,,2246,26.4,,5.91,1.97,6.38,,14.4,7.1,2.75,0.65,,-6.7,1.7,,66.6,6.2,-8.3,,,,,65.9,65.9,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,GroundBall,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,1,"Brooks, Tyler",,Right,BRK_BAN,"Voss, Parker",,Left,CON_RIV,,4,Top,1,0,0,Slider,Slider,StrikeCalled,,,,,,,84.7,,,2489,295.4,,5.78,1.88,5.97,,2.8,-5.9,3.0,-0.6,,-6.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,2,"Brooks, Tyler",,Right,BRK_BAN,"Voss, Parker",,Left,CON_RIV,,4,Top,1,0,1,Four-Seam,Four-Seam,BallCalled,,,,,,,93.7,,,2211,15.2,,5.7,1.96,6.05,,16.3,4.4,2.65,-0.94,,-6.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,3,"Brooks, Tyler",,Right,BRK_BAN,"Voss, Parker",,Left,CON_RIV,,4,Top,1,1,1,Four-Seam,Four-Seam,FoulBallNotFieldable,,,,,,,93.8,,,2196,27.5,,5.68,1.9,5.66,,15.3,8.0,1.88,-0.07,,-6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,3,4,"Brooks, Tyler",,Right,BRK_BAN,"Voss, Parker",,Left,CON_RIV,,4,Top,1,1,2,Slider,Slider,StrikeCalled,Strikeout,,,,,,84.0,,,2507,271.8,,5.68,1.98,6.25,,0.2,-6.3,2.52,0.51,,-5.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,1,"Brooks, Tyler",,Right,BRK_BAN,"Doyle, Hunter",,Right,CON_RIV,,4,Top,2,0,0,Slider,Slider,StrikeCalled,,,,,,,82.7,,,2394,277.2,,5.73,1.77,6.14,,0.8,-6.7,2.16,-0.39,,-4.4,-1.5,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,2,"Brooks, Tyler",,Right,BRK_BAN,"Doyle, Hunter",,Right,CON_RIV,,4,Top,2,0,1,Four-Seam,Four-Seam,FoulBallNotFieldable,,,,,,,91.4,,,2218,25.3,,5.68,1.98,5.88,,15.6,7.3,2.27,-0.56,,-6.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,4,3,"Brooks, Tyler",,Right,BRK_BAN,"Doyle, Hunter",,Right,CON_RIV,,4,Top,2,0,2,Four-Seam,Four-Seam,StrikeSwinging,Strikeout,,,,,,93.8,,,2257,18.0,,5.87,1.78,6.39,,14.9,4.8,3.27,-0.42,,-5.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Boyd, Marcus",,Right,BRK_BAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,1,"Delgado, Marcus",,Right,CON_RIV,"Nakashima, Kevin",,Right,BRK_BAN,,4,Bottom,0,0,0,Changeup,Changeup,StrikeCalled,,,,,,,85.5,,,1728,48.5,,5.88,1.91,6.2,,8.1,9.2,2.21,-0.13,,-5.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20260602,,1,2,"Delgado, Marcus",,Right,CON_RIV,"Nakashima, Kevin",,Right,BRK_BAN,,4,Bottom,0,0,1,Four-Seam,Four-Seam,StrikeSwinging,,,,,,,94.2,,,2377,24.6,,5.82,1.93,6.25,,16.0,7.3,3.28,-1.22,,-5.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,BRK_BAN,CON_RIV,BanditsBallpark,,,20260602-BanditsBallpark-1,,,,,,,,,,,,,,,,,,,,,,"Doyle, Hunter",,Right,CON_RIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
